result,play,increment_code,rating_adv,ECO,opening_ply,first_move,second_move,third_move,fourth_move,fifth_move,sixth_move,seventh_move,eighth_move,ninth_move,tenth_move
Normal,Blitz,180+0,-30,B00,Nimzowitsch Defense,e4,Nc6,Nc3,f5,exf5,d5,Qh5,g6,fxg6,Nf6
Normal,Blitz,180+0,-30,B24,"Sicilian Defense: Closed Variation,Fianchetto Variation",e4,c5,Nc3,Nc6,g3,Nf6,Bg2,e6,d3,d5
Normal,Classical,360+3,-30,C26,Vienna Game: Mieses Variation,e4,e5,Nc3,Nf6,g3,Bc5,Bg2,Nc6,d3,h6
Normal,Classical,600+5,-30,A22,"English Opening: King's English Variation,Two Knights Variation",c4,e5,Nc3,Nf6,e4,Bc5,g3,d6,Bg2,Be6
Normal,Blitz,300+3,-30,D02,Queen's Pawn Game: Anti-Torre,d4,d5,Nf3,Bg4,h3,Bxf3,exf3,Nd7,c4,e6
Normal,Blitz,180+0,-30,A46,Indian Game: Spielmann-Indian,d4,Nf6,Nf3,c5,c3,e6,a3,d5,Bg5,Nbd7
Normal,Blitz,180+0,-30,B07,Pirc Defense #4,e4,d6,Nf3,c6,d4,Nf6,Nc3,Qa5,Bd2,Qb6
Normal,Classical,480+5,-30,B11,"Caro-Kann Defense: Two Knights Attack,Mindeno Variation,Exchange Line",e4,c6,Nf3,d5,Nc3,Bg4,h3,Bxf3,Qxf3,Nf6
Normal,Classical,1800+0,-30,C40,Elephant Gambit: Paulsen Countergambit,e4,e5,Nf3,d5,exd5,e4,Bb5,c6,dxc6,bxc6
Normal,Blitz,180+0,-30,B50,Sicilian Defense: Delayed Alapin,e4,c5,Nf3,d6,c3,Nf6,d3,g6,g3,Bg7
Normal,Blitz,180+0,-30,B99,"Sicilian Defense: Najdorf Variation,Main Line",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Blitz,180+0,-30,C41,Philidor Defense: Exchange Variation #2,e4,e5,Nf3,d6,d4,exd4,Nxd4,Be7,Nc3,Nf6
Normal,Classical,600+0,-30,B54,Sicilian Defense: Prins Variation,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,f3,Nc6
Normal,Blitz,300+0,-30,B40,Sicilian Defense: Pin Variation,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Nc3,Bb4
Normal,Blitz,300+0,-30,B49,"Sicilian Defense: Paulsen Variation,Bastrikov Variation,English Attack",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7
Normal,Classical,600+0,-30,A46,"Torre Attack: Classical Defense,Nimzowitsch Variation",d4,Nf6,Nf3,e6,Bg5,h6,Bxf6,Qxf6,e3,d5
Normal,Classical,600+0,-30,D34,"Tarrasch Defense: Classical Variation,Main Line",d4,d5,Nf3,e6,c4,c5,cxd5,exd5,Nc3,Nc6
Normal,Blitz,240+0,-30,B27,Sicilian Defense: Hyperaccelerated Dragon,e4,c5,Nf3,g6,c3,b6,d4,Bb7,Bd3,Bg7
Normal,Blitz,180+1,-30,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,e4,c5,Nf3,Nc6,Bb5,d6,O-O,Nf6,Re1,e5
Normal,Blitz,180+0,-30,C49,Four Knights Game: Double Spanish,e4,e5,Nf3,Nc6,Bb5,Nf6,Nc3,Bb4,Nd5,Bc5
Normal,Blitz,180+0,-30,C88,"Ruy Lopez: Closed Variations,Trajkovic Counterattack",e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,Be7
Normal,Classical,600+0,-30,C78,Ruy Lopez: Morphy Defense,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,O-O,b5
Normal,Classical,1800+30,-30,C65,Ruy Lopez: Berlin Defense,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Be7,Re1,d6
Normal,Classical,600+0,-30,C50,Giuoco Piano,e4,e5,Nf3,Nc6,Bc4,Bc5,Nc3,d6,h3,Nge7
Normal,Blitz,180+0,-30,A11,English Opening: Caro-Kann Defensive System,c4,c6,Nf3,Nf6,g3,d5,Bg2,Bf5,Qb3,Qb6
Normal,Blitz,180+0,-30,A80,Dutch Defense,d4,f5,Nf3,Nf6,c4,d6,Nc3,e6,g3,Be7
Normal,Blitz,240+0,-30,C47,Four Knights Game: Scotch Variation Accepted,e4,e5,Nf3,Nf6,Nc3,Nc6,d4,exd4,Nxd4,Bb4
Time forfeit,Blitz,180+0,-30,B07,Czech Defense,e4,d6,d4,Nf6,Nc3,c6,f4,Qa5,Bd3,e5 
Time forfeit,Blitz,180+2,-30,B51,Sicilian Defense: Canal-Sokolsky Attack,e4,c5,Nf3,d6,Bb5,Nc6,O-O,Bd7,c3,e6 
Time forfeit,Blitz,180+0,-30,B20,Sicilian Defense: Snyder Variation,e4,c5,b3,g6,Bb2,Nf6,g4,Bg7,g5,Nh5
Time forfeit,Blitz,180+0,-30,A13,English Opening: Agincourt Defense #2,Nf3,e6,c4,d5,b3,Nf6,Bb2,Be7,d4,O-O
Time forfeit,Classical,300+7,-30,B00,Owen Defense,e4,b6,d4,Bb7,Nc3,e6,Bd3,Nf6,Nf3,Be7
Time forfeit,Blitz,180+0,-30,B06,Robatsch (Modern) Defense,e4,g6,d4,Bg7,Be3,d6,c3,Nd7,Qd2,e5
Time forfeit,Blitz,180+2,-30,C05,"French Defense: Tarrasch Variation,Closed Variation #2",e4,e6,d4,d5,Nd2,Nf6,e5,Nfd7,Bd3,c5
Time forfeit,Blitz,180+0,-30,C01,French Defense: Exchange Variation,e4,e6,d4,d5,exd5,exd5,Nf3,Bd6,Nc3,c6
Time forfeit,Blitz,180+0,-30,A04,Zukertort Opening: Queen's Gambit Invitation,Nf3,e6,d4,d5,Nbd2,c5,e3,Nc6,Bb5,Qb6
Time forfeit,Blitz,180+0,-30,D32,Tarrasch Defense: Symmetrical Variation,Nf3,e6,d4,d5,c4,Nf6,Nc3,c5,e3,Nc6
Time forfeit,Classical,600+0,-30,B00,Nimzowitsch Defense: Kennedy Variation,e4,e5,d4,Nc6,Bc4,Nxd4,Bxf7,Kxf7,Qh5,g6
Time forfeit,Blitz,180+0,-30,B46,Sicilian Defense: Paulsen Variation,d4,c5,e4,cxd4,Nf3,e6,Nxd4,a6,Nc3,Nc6
Time forfeit,Blitz,180+0,-30,B03,"Alekhine Defense: Four Pawns Attack,Fianchetto Variation",e4,Nf6,e5,Nd5,c4,Nb6,d4,d6,f4,g6
Time forfeit,Blitz,300+0,-30,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,e4,d5,exd5,c6,b3,cxd5,Bb2,Bf5,Nf3,Nf6
Time forfeit,Blitz,180+0,-30,B01,Scandinavian Defense: Mieses-Kotroc Variation,e4,d5,exd5,Qxd5,Nc3,Qd8,Nf3,Nf6,Bc4,g6
Time forfeit,Blitz,300+0,-30,C11,"French Defense: Classical Variation,Burn Variation,Main Line",d4,Nf6,Nc3,d5,Bg5,e6,e4,dxe4,Nxe4,Be7
Time forfeit,Blitz,180+0,-30,A17,"English Opening: Anglo-Indian Defense,Hedgehog System",c4,Nf6,Nc3,e6,Nf3,d5,cxd5,exd5,d4,c6
Time forfeit,Blitz,180+0,-30,A34,"English Opening: Symmetrical Variation,Normal Variation",c4,c5,Nc3,Nf6,e4,d6,d3,Nc6,f4,Bg4
Time forfeit,Classical,300+5,-30,A02,Bird Opening,f4,g6,Nf3,Bg7,d4,c5,d5,d6,e4,Nf6
Time forfeit,Blitz,180+0,-30,A46,Yusupov-Rubinstein System,d4,Nf6,Nf3,e6,e3,b6,Bd3,Bb7,Nbd2,d5
Time forfeit,Blitz,180+0,-30,B40,"Sicilian Defense: French Variation,Normal",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,f3,d5
Time forfeit,Blitz,180+0,-30,E12,Queen's Indian Defense: Kasparov Variation,d4,Nf6,Nf3,e6,c4,b6,Nc3,Bb7,Qc2,Be7
Time forfeit,Classical,300+5,-30,B80,Sicilian Defense: Scheveningen Variation,d4,Nf6,Nf3,e6,Nc3,c5,e4,cxd4,Nxd4,d6
Time forfeit,Blitz,300+0,-30,C00,French Defense: Chigorin Variation,e4,e6,Qe2,c5,Nf3,Nc6,d3,Be7,Nc3,d5
Time forfeit,Blitz,180+0,-30,C00,French Defense: Chigorin Variation,e4,e6,Qe2,d5,exd5,Qxd5,Nf3,Nf6,d4,Bd6
Normal,Blitz,180+0,-31,A44,Old Benoni Defense,d4,c5,d5,e5,dxe6,fxe6,e4,Nc6,Nf3,d5 
Normal,Classical,600+5,-31,C10,"French Defense: Rubinstein Variation,Blackburne Defense",e4,e6,d4,d5,Nd2,dxe4,Nxe4,Nd7,c3,h6 
Normal,Classical,900+5,-31,A45,Indian Game,d4,Nf6,e3,g6,Nf3,Bg7,Be2,d6,b3,O-O 
Normal,Classical,900+10,-31,E92,King's Indian Defense: Orthodox Variation,d4,Nf6,c4,g6,Nc3,Bg7,e4,d6,Nf3,O-O 
Normal,Blitz,300+0,-31,D35,Queen's Gambit Declined: Normal Defense,d4,d5,c4,e6,Nc3,Nf6,e3,c5,dxc5,Bxc5 
Normal,Classical,480+0,-31,D30,Queen's Gambit Declined,d4,d5,c4,e6,Nf3,c6,e3,Bd6,Nc3,f5 
Normal,Classical,480+8,-31,C69,"Ruy Lopez: Exchange Variation,Gligoric Variation",e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,O-O,f6 
Normal,Blitz,180+0,-31,C50,"Italian Game: Giuoco Pianissimo,Canal Variation",e4,e5,Nc3,Bc5,Bc4,Nc6,Nf3,Nf6,d3,d6 
Normal,Blitz,180+2,-31,B03,"Alekhine Defense: Four Pawns Attack,Main Line",e4,Nf6,e5,Nd5,c4,Nb6,d4,d6,f4,dxe5 
Normal,Classical,300+5,-31,B03,Alekhine Defense #2,e4,Nf6,e5,Nd5,d4,c5,dxc5,e6,Bc4,Bxc5 
Normal,Classical,300+8,-31,A00,Hungarian Opening: Slav Formation,g3,d5,Bg2,c6,Nf3,Nf6,d4,h6,Nc3,Bf5 
Normal,Blitz,180+1,-31,B84,"Sicilian Defense: Scheveningen Variation,Classical Variation",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,e6 
Normal,Classical,600+5,-31,C20,King's Pawn Game: Mengarini's Opening,e4,e5,a3,d5,exd5,Nf6,c4,c6,Nc3,cxd5
Normal,Classical,300+7,-31,C20,King's Pawn Game: Mengarini's Opening,e4,e5,a3,f5,exf5,Nf6,h3,Bc5,Qe2,Nc6
Normal,Blitz,180+0,-31,D00,Queen's Pawn Game: Mason Attack,d4,d5,Bf4,e6,Nc3,c5,e3,Nc6,Qd2,Nf6
Normal,Blitz,180+2,-31,B22,"Sicilian Defense: Alapin Variation,Smith-Morra Declined",e4,c5,c3,Nf6,e5,Nd5,d4,cxd4,cxd4,e6
Normal,Blitz,300+0,-31,B22,Sicilian Defense: Alapin Variation,e4,c5,c3,Nf6,e5,Nd5,c4,Nb4,a3,N4c6
Normal,Blitz,180+0,-31,A56,Benoni Defense,d4,Nf6,c4,c5,Nc3,cxd4,Qxd4,Nc6,Qd2,e6
Normal,Classical,900+3,-31,A34,"English Opening: Symmetrical Variation,Three Knights Variation",Nf3,d5,c4,c5,cxd5,Nf6,Nc3,Nxd5,e4,Nxc3
Normal,Classical,600+0,-31,B13,"Caro-Kann Defense: Panov Attack,Modern Defense,Mieses Line",d4,Nf6,c4,c5,e3,cxd4,exd4,d5,Nc3,Nc6
Normal,Blitz,300+0,-31,D02,"Queen's Gambit Refused: Baltic Defense,Pseudo-Slav",d4,d5,c4,c6,Nf3,Bf5,Nc3,e6,cxd5,exd5
Normal,Blitz,180+0,-31,D43,Semi-Slav Defense,d4,d5,c4,c6,Nf3,Nf6,Nc3,e6,Bg5,Be7
Normal,Blitz,180+0,-31,D10,Slav Defense #2,d4,d5,c4,c6,Nc3,Nf6,e3,Bg4,f3,Bh5
Normal,Blitz,180+0,-31,A40,Queen's Pawn,d4,a6,c4,e6,Nc3,f5,g3,Nf6,Bg5,c6
Normal,Blitz,180+0,-31,A60,"Benoni Defense: Modern Variation,Snake Variation",d4,Nf6,c4,e6,Nc3,c5,d5,exd5,cxd5,Bd6
Normal,Classical,900+15,-31,D31,Semi-Slav Defense: Accelerated Move Order,d4,d5,c4,e6,Nc3,c6,Nf3,Bd6,Bg5,Be7
Normal,Classical,480+0,-31,D85,Gruenfeld Defense: Exchange Variation,d4,Nf6,c4,g6,Nc3,d5,cxd5,Nxd5,e4,Nxc3
Normal,Classical,600+0,-31,E94,King's Indian Defense: Orthodox Variation,d4,Nf6,c4,g6,Nc3,Bg7,e4,d6,Nf3,O-O
Normal,Blitz,180+0,-31,E70,King's Indian Defense: Normal Variation,d4,g6,c4,Nf6,Nc3,Bg7,e4,O-O,f4,d6
Normal,Blitz,300+0,-31,A85,Dutch Defense: Queen's Knight Variation,d4,f5,c4,Nf6,Nc3,e6,e3,c6,Nf3,d5
Normal,Blitz,180+0,-31,A10,English Opening: Anglo-Scandinavian Defense,c4,d5,cxd5,Qxd5,Nc3,Qd8,d4,Nf6,e4,g6
Normal,Blitz,180+3,-31,C20,King's Pawn Game: Leonardis Variation,e4,e5,d3,d5,Nf3,Nc6,Qe2,dxe4,dxe4,Bg4
Normal,Blitz,180+3,-31,B02,Alekhine Defense: Maroczy Variation,e4,Nf6,d3,e5,Nf3,Nc6,g3,Bc5,Bg2,d6
Normal,Blitz,180+0,-31,B00,Owen Defense,e4,b6,d4,Bb7,Nc3,e6,Bd3,Bb4,Qe2,Nf6
Normal,Classical,480+0,-31,B21,Sicilian Defense: Smith-Morra Gambit,e4,c5,d4,cxd4,c3,dxc3,Bc4,Qc7,Qe2,e6
Normal,Blitz,180+0,-31,C02,French Defense: Advance Variation #3,e4,e6,d4,d5,e5,f5,exf6,Nxf6,Nf3,c5
Normal,Blitz,180+0,-31,C01,French Defense: Exchange Variation,e4,e6,d4,d5,exd5,exd5,Bd3,Nf6,Nf3,Bd6
Normal,Blitz,240+0,-31,C03,French Defense: Tarrasch Variation,e4,e6,d4,d5,Nd2,dxe4,Nxe4,Nf6,Nxf6,Qxf6
Normal,Blitz,180+0,-31,B13,Caro-Kann Defense: Exchange Variation,e4,c6,d4,d5,exd5,cxd5,f4,Nf6,Nf3,Ne4
Normal,Blitz,180+2,-31,C10,"French Defense: Rubinstein Variation,Blackburne Defense",e4,e6,d4,d5,Nd2,dxe4,Nxe4,Nd7,Nf3,Ngf6
Normal,Blitz,300+0,-31,B00,"Nimzowitsch Defense: Kennedy Variation,Linksspringer Variation",e4,Nc6,d4,e5,d5,Nce7,Nf3,Nf6,Bd3,Ng6
Normal,Blitz,180+2,-31,C44,"Scotch Game: Scotch Gambit,Dubois Reti Defense",e4,e5,d4,exd4,Nf3,Nc6,Bc4,Nf6,c3,Nxe4
Normal,Classical,900+10,-31,B07,Pirc Defense #2,e4,d6,d4,Nf6,Nc3,a6,f4,b5,e5,dxe5
Normal,Blitz,180+0,-31,A45,Indian Game,d4,Nf6,e3,e6,Bd3,c5,c3,d5,f4,Nc6
Normal,Blitz,180+0,-31,A45,Indian Game,d4,Nf6,e3,e6,Bd3,b6,f4,Bb7,Nf3,Be7
Normal,Blitz,180+0,-31,B06,Modern Defense: Three Pawns Attack,d4,g6,e4,Bg7,f4,c5,d5,d6,c3,a6
Normal,Blitz,300+0,-31,C29,"Vienna Game: Vienna Gambit,Main Line",Nc3,Nf6,e4,e5,f4,d5,fxe5,Nxe4,Nf3,Nxc3
Normal,Blitz,180+2,-31,A02,Bird Opening,f4,c6,e4,e5,Nf3,exf4,d4,d5,e5,g5
Normal,Blitz,180+0,-31,A00,Mieses Opening,d3,c5,e4,Nf6,Nc3,Nc6,Nge2,e6,f4,d5
Normal,Blitz,180+0,-31,B02,"Alekhine Defense: Scandinavian Variation,Geschev Gambit",e4,d5,exd5,Nf6,Nc3,c6,dxc6,Nxc6,Nf3,g6
Normal,Blitz,300+0,-31,B01,Scandinavian Defense: Main Line,e4,d5,exd5,Qxd5,Nc3,Qa5,Nf3,Nf6,Bc4,Bf5
Normal,Classical,480+0,-31,B01,Scandinavian Defense: Mieses-Kotroc Variation,e4,d5,exd5,Qxd5,Nc3,Qd8,Bc4,c6,Nf3,Bf5
Normal,Blitz,180+0,-31,A00,Mieses Opening,d3,e6,f4,d5,Nf3,c5,e3,Nc6,Be2,Nf6
Normal,Classical,300+7,-31,A07,King's Indian Attack,Nf3,d5,g3,Nc6,Bg2,e5,d3,f5,b4,Bxb4+
Normal,Blitz,180+0,-31,A08,King's Indian Attack: Sicilian Variation #2,Nf3,d5,g3,Nf6,Bg2,e6,O-O,Be7,d3,O-O
Normal,Blitz,300+0,-31,A10,English Opening: Great Snake Variation,c4,g6,Nc3,Bg7,g3,d6,Bg2,Nf6,e3,O-O
Normal,Blitz,180+0,-31,B02,Alekhine Defense: Scandinavian Variation,e4,Nf6,Nc3,d5,e5,Nfd7,f4,e6,g3,c5
Normal,Classical,540+0,-31,A40,Queen's Pawn,d4,h6,Nc3,e6,Bf4,a6,Nf3,d6,e3,Nd7
Normal,Classical,600+0,-31,A16,"English Opening: Anglo-Indian Defense,Queen's Knight Variation",c4,Nf6,Nc3,g6,g3,Bg7,Bg2,O-O,e4,d6
Normal,Blitz,300+0,-31,B25,"Sicilian Defense: Closed Variation,Botvinnik Defense II",e4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,Nge2,d6
Normal,Blitz,180+0,-31,B23,Sicilian Defense: Grand Prix Attack,e4,c5,Nc3,Nc6,f4,g6,Nf3,Bg7,Bc4,e6
Normal,Blitz,180+0,-31,B07,Pirc Defense #4,e4,d6,Nc3,Nd7,Bc4,e5,d3,h6,f4,g6
Normal,Blitz,240+0,-31,B28,"Sicilian Defense: O'Kelly Variation,Normal System,Taimanov Line",e4,c5,Nf3,a6,d4,cxd4,Nxd4,e5,Nf3,Nf6
Normal,Blitz,180+0,-31,C00,French Defense: Knight Variation,e4,e6,Nf3,d5,exd5,exd5,d4,Nf6,h3,c6
Normal,Blitz,180+0,-31,C00,French Defense: Knight Variation,e4,e6,Nf3,d5,exd5,exd5,d4,Nf6,Bd3,Bd6
Normal,Blitz,180+0,-31,C00,French Defense: Knight Variation,e4,e6,Nf3,d5,exd5,exd5,d4,Nf6,Be2,Bd6
Normal,Blitz,180+0,-31,B56,Sicilian Defense: Classical Variation,e4,c5,Nf3,d6,Nc3,Nf6,d4,cxd4,Nxd4,Nc6
Normal,Blitz,180+0,-31,B72,"Sicilian Defense: Dragon,6.Be3",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,g6
Normal,Blitz,180+0,-31,B52,"Sicilian Defense: Canal Attack,Main Line",e4,c5,Nf3,d6,Bb5,Bd7,a4,g6,O-O,Bg7
Normal,Blitz,180+0,-31,B50,Sicilian Defense,e4,c5,Nf3,d6,Bc4,Nc6,c3,g6,Bb3,Bg7
Normal,Blitz,300+0,-31,B57,"Sicilian Defense: Modern Variations,Main Line",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Bd3,a6
Normal,Blitz,180+0,-31,A46,Yusupov-Rubinstein System,d4,Nf6,Nf3,e6,e3,c5,Bd3,Nc6,c3,d5
Normal,Blitz,240+4,-31,B40,Sicilian Defense: French Variation,e4,c5,Nf3,e6,Bc4,a6,O-O,b5,Be2,Bb7
Normal,Blitz,180+0,-31,B40,Sicilian Defense: Kramnik Variation,e4,c5,Nf3,e6,c4,Nc6,Nc3,Nf6,Be2,Be7
Normal,Blitz,180+0,-31,B40,Sicilian Defense: Delayed Alapin Variation,e4,c5,Nf3,e6,c3,d5,exd5,exd5,d4,Nf6
Normal,Blitz,180+2,-31,B00,Nimzowitsch Defense: Lean Variation,e4,Nc6,Nf3,f5,e5,d6,Bb5,e6,O-O,Ne7
Normal,Classical,600+0,-31,B35,"Sicilian Defense: Accelerated Dragon,Modern Bc4 Variation",e4,c5,Nf3,g6,d4,cxd4,Nxd4,Bg7,Be3,Nc6
Normal,Blitz,180+0,-31,B32,Sicilian Defense: Loewenthal Variation,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e5,Nxc6,a6
Normal,Blitz,180+0,-31,C60,"Ruy Lopez: Schliemann Defense,Jaenisch Gambit Accepted",e4,e5,Nf3,Nc6,Bb5,f5,exf5,e4,Bxc6,dxc6
Normal,Blitz,180+0,-31,C60,"Ruy Lopez: Schliemann Defense,Jaenisch Gambit Accepted",e4,e5,Nf3,Nc6,Bb5,f5,exf5,e4,Qe2,Qe7
Normal,Blitz,120+3,-31,C69,"Ruy Lopez: Exchange Variation,Alapin Gambit",e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,O-O,Bg4
Normal,Blitz,180+0,-31,B32,Sicilian Defense: Kalashnikov Variation,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e5,Nb5,d6
Normal,Blitz,180+0,-31,C44,Scotch Game: Goering Gambit,e4,e5,Nf3,Nc6,d4,exd4,c3,Nf6,e5,Ne4
Normal,Classical,900+0,-31,B30,Sicilian Defense: Old Sicilian,e4,c5,Nf3,Nc6,Bc4,e6,O-O,d5,exd5,exd5
Normal,Classical,420+3,-31,C65,Ruy Lopez: Berlin Defense #2,e4,e5,Nf3,Nc6,Bb5,Nf6,Bxc6,dxc6,d3,Bg4
Normal,Classical,480+0,-31,C68,Ruy Lopez: Exchange Variation,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,Nxe5,Qd4
Normal,Classical,600+0,-31,C45,Scotch Game: Classical Variation,e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Bc5,Be3,Bb6
Normal,Blitz,180+0,-31,A00,Sodium Attack,Na3,d6,Nf3,Nd7,g3,c6,Bg2,Qc7,O-O,e5
Normal,Blitz,180+2,-31,A46,"Torre Attack: Classical Defense,Nimzowitsch Variation",d4,e6,Nf3,Nf6,Bg5,h6,Bh4,b6,Nbd2,Bb7
Time forfeit,Blitz,180+2,-31,C39,King's Gambit Accepted: King Knight's Gambit,e4,e5,f4,exf4,Nf3,g5,h4,g4,Ne5,Qf6 
Time forfeit,Blitz,180+0,-31,A00,Van't Kruijs Opening,e3,e5,c4,Nf6,b3,c6,Bb2,d6,d4,exd4 
Time forfeit,Blitz,300+0,-31,C44,Ponziani Opening,e4,e5,Nf3,Nc6,c3,d6,d4,f5,exf5,Bxf5 
Time forfeit,Blitz,180+2,-31,B20,Sicilian Defense: Bowdler Attack,e4,c5,Bc4,e6,Nc3,a6,a4,Nf6,e5,Ng8
Time forfeit,Classical,600+0,-31,A45,Indian Game,d4,Nf6,Bf4,d6,Nf3,g6,a3,Bg7,e3,O-O
Time forfeit,Blitz,180+0,-31,D00,Queen's Pawn Game: Mason Attack,d4,d5,Bf4,Nf6,e3,c5,c3,Nc6,Nd2,Qb6
Time forfeit,Blitz,300+0,-31,A45,Trompowsky Attack,d4,Nf6,Bg5,g6,Nd2,Bg7,e4,d6,f4,h6
Time forfeit,Blitz,180+0,-31,D00,Queen's Pawn Game: Levitsky Attack,d4,d5,Bg5,h6,Bh4,g5,Bg3,e6,Nf3,Bg7
Time forfeit,Blitz,180+0,-31,A41,Old Indian Defense,d4,d6,c4,a6,d5,h6,Nc3,g5,Be3,Bg7
Time forfeit,Blitz,180+0,-31,A40,English Defense,c4,e6,d4,b6,Nc3,Bb7,e4,Bb4,Bd3,f5
Time forfeit,Blitz,180+0,-31,B12,Caro-Kann Defense,e4,c6,d4,d6,Nc3,Nd7,g3,Qc7,Bg2,e5
Time forfeit,Blitz,180+0,-31,C00,Rat Defense: Small Center Defense,e4,d6,d4,e6,Nc3,g6,Be3,Bg7,Qd2,b6
Time forfeit,Blitz,180+0,-31,D43,Semi-Slav Defense,Nf3,d5,d4,e6,c4,c6,Nc3,Nf6,Qc2,Bb4
Time forfeit,Blitz,180+0,-31,E10,Blumenfeld Countergambit #2,Nf3,Nf6,d4,e6,c4,c5,e3,b6,Nc3,Bb7
Time forfeit,Blitz,180+2,-31,A40,Queen's Pawn,d4,c6,e3,d5,Bd3,e6,f4,Nf6,Nf3,c5
Time forfeit,Classical,900+0,-31,D00,Queen's Pawn Game #3,d4,Nf6,e3,d5,c4,c6,Nc3,Bg4,Nf3,e6
Time forfeit,Classical,600+0,-31,B05,"Alekhine Defense: Modern Variation,Main Line",e4,Nf6,e5,Nd5,d4,d6,Nf3,Bg4,Be2,e6
Time forfeit,Blitz,180+0,-31,C00,French Defense: La Bourdonnais Variation,e4,e6,f4,d5,e5,c5,b4,cxb4,a3,Nc6
Time forfeit,Blitz,180+0,-31,A21,"English Opening: King's English Variation,Kramnik-Shirov Counterattack",c4,e5,Nc3,Bb4,e3,Bxc3,bxc3,Nf6,d4,Nc6
Time forfeit,Blitz,180+0,-31,A35,"English Opening: Symmetrical Variation,Two Knights Variation",c4,c5,Nc3,Nc6,e4,g6,h3,Bg7,d3,d6
Time forfeit,Blitz,180+0,-31,C50,"Italian Game: Giuoco Pianissimo,Italian Four Knights Variation",e4,e5,Nc3,Nc6,Nf3,Nf6,Bc4,Bc5,d3,d6
Time forfeit,Blitz,180+2,-31,C40,Elephant Gambit,e4,e5,Nf3,d5,Nxe5,Bd6,Nxf7,Kxf7,Qh5,g6
Time forfeit,Classical,900+10,-31,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,e4,c5,Nf3,Nc6,Bb5,d6,Bxc6,bxc6,d3,e6
Time forfeit,Blitz,180+0,-31,D44,Queen's Gambit Declined: Vienna Variation,d4,e6,Nf3,Nf6,c4,d5,Nc3,dxc4,e4,Bb4
Normal,Blitz,300+0,-32,C55,"Italian Game: Two Knights Defense,Max Lange Attack",e4,e5,Nf3,Nc6,Bc4,Bc5,O-O,Nf6,d4,exd4 
Normal,Blitz,300+0,-32,D10,Slav Defense #2,d4,c6,c4,d5,Nc3,Nf6,e3,a6,Nf3,Nbd7 
Normal,Classical,900+0,-32,C44,King's Pawn Game: Tayler Opening,e4,e5,Nf3,Nc6,Be2,Nf6,c3,d5,exd5,Nxd5 
Normal,Blitz,180+5,-32,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Fianchetto Variation",e4,c5,Nf3,Nc6,Bb5,g6,O-O,Bg7,Bxc6,dxc6 
Normal,Classical,900+3,-32,C44,King's Knight Opening: Normal Variation,e4,e5,Nf3,Nc6,b3,Nf6,Qe2,Bc5,h3,d6 
Normal,Blitz,180+0,-32,B23,Sicilian Defense: Closed,e4,c5,Nc3,e6,f4,a6,Nf3,Qc7,d3,b6 
Normal,Blitz,300+0,-32,A04,Zukertort Opening: Pirc Invitation,Nf3,d6,g3,e6,Bg2,Ne7,d3,Nd7,c3,g6 
Normal,Blitz,300+0,-32,B50,Sicilian Defense,e4,c5,Nf3,d6,e5,Nc6,Bb5,Bd7,exd6,exd6 
Normal,Blitz,300+0,-32,A52,Budapest Defense: Adler Variation,d4,Nf6,c4,e5,dxe5,Ng4,Nf3,Bc5,e3,Nc6 
Normal,Blitz,180+0,-32,D04,Queen's Pawn Game: Colle System,d4,d5,Nf3,Nf6,e3,c6,Bd3,e6,c3,Bd6 
Normal,Classical,900+3,-32,B40,"Sicilian Defense: Pin Variation,Jaffe Variation",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Nc3,Bb4 
Normal,Blitz,180+0,-32,B21,"Sicilian Defense: Smith-Morra Gambit Declined,Push Variation",e4,c5,d4,cxd4,c3,d3,Nf3,Nc6,c4,e6 
Normal,Blitz,180+0,-32,B01,"Scandinavian Defense: Main Line,Mieses Variation",e4,d5,exd5,Qxd5,Nc3,Qa5,d4,Nf6,Bd3,c6 
